UID        PID  PPID  C STIME TTY          TIME CMD
root      1202  1113  0 21:17 ?        00:00:00 lightdm --session-child 12 15
fighting  1207     1  0 21:17 ?        00:00:00 /lib/systemd/systemd --user
fighting  1208  1207  0 21:17 ?        00:00:00 (sd-pam)
root      1211     2  0 21:17 ?        00:00:00 [kworker/9:1H]
fighting  1212  1202  0 21:17 ?        00:00:00 /sbin/upstart --user
fighting  1286  1212  0 21:17 ?        00:00:00 upstart-udev-bridge --daemon --user
fighting  1294  1212  0 21:17 ?        00:00:05 dbus-daemon --fork --session --address=unix:abstract=/tmp/dbus-7OH9jpOj4b
fighting  1306  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/hud/window-stack-bridge
fighting  1326  1212  0 21:17 ?        00:00:03 gnome-keyring-daemon --start --components pkcs11,secrets
fighting  1336  1212  0 21:17 ?        00:00:08 /usr/bin/fcitx
fighting  1349  1212  0 21:17 ?        00:00:01 /usr/bin/dbus-daemon --fork --print-pid 5 --print-address 7 --config-file /usr/share/fcitx/dbus/daemon.conf
fighting  1356  1212  0 21:17 ?        00:00:00 /usr/bin/fcitx-dbus-watcher unix:abstract=/tmp/dbus-sgSusfW6Gl,guid=717eeae7b3c599fbf597ef5b5bacd871 1349
fighting  1359  1212  0 21:17 ?        00:00:00 upstart-file-bridge --daemon --user
fighting  1360  1212  0 21:17 ?        00:00:01 upstart-dbus-bridge --daemon --session --user --bus-name session
fighting  1362  1212  0 21:17 ?        00:00:00 upstart-dbus-bridge --daemon --system --user --bus-name system
fighting  1369  1212  0 21:17 ?        00:00:01 /usr/lib/x86_64-linux-gnu/bamf/bamfdaemon
fighting  1381  1212  0 21:17 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
fighting  1384  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/notify-osd
fighting  1389  1381  0 21:17 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/etc/at-spi2/accessibility.conf --nofork --print-address 3
fighting  1392  1212  0 21:17 ?        00:00:01 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
fighting  1394  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfsd
fighting  1401  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
fighting  1424  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
fighting  1430  1212  0 21:17 ?        00:00:01 sogou-qimpanel-watchdog
root      1433     1  0 21:17 ?        00:00:00 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
fighting  1441  1212  0 21:17 ?        00:00:00 gpg-agent --homedir /home/fighting/.gnupg --use-standard-socket --daemon
fighting  1486  1212  0 21:17 ?        00:00:02 /usr/lib/x86_64-linux-gnu/hud/hud-service
fighting  1488  1212  0 21:17 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-settings-daemon
fighting  1496  1212  0 21:17 ?        00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
fighting  1507  1212  0 21:17 ?        00:00:07 /usr/lib/x86_64-linux-gnu/unity/unity-panel-service
fighting  1533  1212  0 21:17 ?        00:00:00 /usr/lib/dconf/dconf-service
root      1542     1  0 21:17 ?        00:00:00 /usr/lib/upower/upowerd
fighting  1556  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service
fighting  1559  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-bluetooth/indicator-bluetooth-service
fighting  1560  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-power/indicator-power-service
fighting  1562  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-datetime/indicator-datetime-service
fighting  1565  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-keyboard/indicator-keyboard-service --use-gtk
fighting  1569  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-sound/indicator-sound-service
fighting  1574  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
fighting  1576  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
fighting  1594  1212  0 21:17 ?        00:00:01 /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service
fighting  1622  1212  3 21:17 ?        00:03:06 compiz
fighting  1631  1212  0 21:17 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
fighting  1633  1212  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
rtkit     1635     1  0 21:17 ?        00:00:00 /usr/lib/rtkit/rtkit-daemon
fighting  1672  1212  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
colord    1674     1  0 21:17 ?        00:00:00 /usr/lib/colord/colord
fighting  1685  1672  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1672x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1672/2
fighting  1699  1672  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1672x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1672/3
fighting  1709  1212  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
root      1724     2  0 21:17 ?        00:00:00 [kworker/11:1H]
root      1731     2  0 21:17 ?        00:00:00 [krfcommd]
fighting  1734  1709  0 21:17 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1709x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1709/2
fighting  1742  1496  0 21:17 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
fighting  1744  1496  0 21:17 ?        00:00:00 /usr/bin/gnome-software --gapplication-service
fighting  1746  1496  0 21:17 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
fighting  1753  1496  0 21:17 ?        00:00:04 nautilus -n
fighting  1754  1496  0 21:17 ?        00:00:02 nm-applet
fighting  1769  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
root      1773     1  0 21:17 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
fighting  1782  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
fighting  1787  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
fighting  1799  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
fighting  1804  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
fighting  1820  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.9 /org/gtk/gvfs/exec_spaw/0
fighting  1840  1212  0 21:17 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
fighting  1857  1212  0 21:17 ?        00:00:10 sogou-qimpanel
root      1983   975  0 21:17 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /var/run/dhclient-wlp4s0.pid -lf /var/lib/NetworkManager/dhclient-f3de747c-3351-4531-80aa-2e7005c13262-wlp4s0.lease -cf /var/lib/NetworkManager/dhclient-wlp4s0.conf wlp4s0
nobody    1993   975  0 21:17 ?        00:00:00 /usr/sbin/dnsmasq --no-resolv --keep-in-foreground --no-hosts --bind-interfaces --pid-file=/var/run/NetworkManager/dnsmasq.pid --listen-address=127.0.1.1 --cache-size=0 --conf-file=/dev/null --proxy-dnssec --enable-dbus=org.freedesktop.NetworkManager.dnsmasq --conf-dir=/etc/NetworkManager/dnsmasq.d
whoopsie  2039     1  0 21:17 ?        00:00:00 /usr/bin/whoopsie -f
root      2051     1  0 21:17 tty1     00:00:00 /sbin/agetty --noclear tty1 linux
fighting  2159  1212  0 21:17 ?        00:00:00 /bin/sh -c /usr/lib/x86_64-linux-gnu/zeitgeist/zeitgeist-maybe-vacuum; /usr/bin/zeitgeist-daemon
fighting  2163  2159  0 21:17 ?        00:00:00 /usr/bin/zeitgeist-daemon
fighting  2170  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
fighting  2172  1212  0 21:17 ?        00:00:00 zeitgeist-datahub
fighting  2210  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-scope-home/unity-scope-home
fighting  2219  1212  0 21:17 ?        00:00:00 /usr/bin/unity-scope-loader applications/applications.scope applications/scopes.scope commands.scope
fighting  2221  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-files/unity-files-daemon
fighting  2258  1212  0 21:17 ?        00:00:00 /usr/lib/x86_64-linux-gnu/unity-lens-music/unity-music-daemon
root      2283     2  0 21:18 ?        00:00:00 [kworker/6:1H]
fighting  2318  1212  7 21:18 ?        00:06:35 /usr/lib/chromium-browser/chromium-browser --enable-pinch --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185
fighting  2328  2318  0 21:18 ?        00:00:00 /usr/lib/chromium-browser/chromium-browser --type=zygote --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185
fighting  2330  2328  0 21:18 ?        00:00:00 /usr/lib/chromium-browser/chromium-browser --type=zygote --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185
fighting  2355  2318  6 21:18 ?        00:05:17 /usr/lib/chromium-browser/chromium-browser --type=gpu-process --field-trial-handle=2493477725730755653,4936641144426797146,131072 --gpu-preferences=KAAAAAAAAACAAABAAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --service-request-channel-token=8899278721297730578
fighting  2385  2355  0 21:18 ?        00:00:00 /usr/lib/chromium-browser/chromium-browser --type=-broker
fighting  2471  2330  0 21:18 ?        00:00:02 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=6477441989028742894 --lang=zh-CN --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=6477441989028742894 --renderer-client-id=3 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  2534  1496  0 21:18 ?        00:00:00 update-notifier
fighting  2609  2330  0 21:18 ?        00:00:09 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=15139070872263971587 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=15139070872263971587 --renderer-client-id=17 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  2669  2330  0 21:18 ?        00:00:13 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=16472432666559430896 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=16472432666559430896 --renderer-client-id=8 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  2693  2330  0 21:18 ?        00:00:00 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=11285649867739047207 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11285649867739047207 --renderer-client-id=7 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  2819  1212  0 21:18 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.9 /org/gtk/gvfs/exec_spaw/1
fighting  2935  1212  0 21:18 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.9 /org/gtk/gvfs/exec_spaw/5
fighting  2980  1496  0 21:19 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
fighting  3150  2330  3 21:22 ?        00:02:57 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=12574169601750633804 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=12574169601750633804 --renderer-client-id=25 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
root      3360     2  0 21:24 ?        00:00:00 [kworker/2:13]
root      3991     2  0 21:34 ?        00:00:00 [kworker/11:0]
root      4510     2  0 21:40 ?        00:00:00 [kworker/7:0]
root      4572     2  0 21:42 ?        00:00:00 [kworker/1:0]
fighting  4585  2330  0 21:42 ?        00:00:05 /usr/lib/chromium-browser/chromium-browser --type=renderer --field-trial-handle=2493477725730755653,4936641144426797146,131072 --service-pipe-token=14953965667780522077 --lang=zh-CN --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --ppapi-flash-path=/home/fighting/.config/chromium/flash/23.0.0.185/libpepflashplayer.so --ppapi-flash-version=23.0.0.185 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=14953965667780522077 --renderer-client-id=69 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
fighting  4621  1212  0 21:43 ?        00:00:01 /usr/lib/gnome-terminal/gnome-terminal-server
fighting  4626  4621  0 21:43 pts/1    00:00:00 bash
root      4742     2  0 21:44 ?        00:00:02 [kworker/3:1]
fighting  5134  1212  0 21:49 ?        00:00:06 /home/fighting/Downloads/Typora-linux-x64/Typora
fighting  5137  5134  0 21:49 ?        00:00:00 /home/fighting/Downloads/Typora-linux-x64/Typora --type=zygote --no-sandbox
fighting  5170  5134  0 21:49 ?        00:00:01 /home/fighting/Downloads/Typora-linux-x64/Typora --type=gpu-process --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=1,9,27,70,84 --disable-gl-extensions=GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent --disable-accelerated-video-decode --gpu-vendor-id=0x8086 --gpu-device-id=0x3e92 --gpu-driver-vendor --gpu-driver-version --gpu-driver-date --service-request-channel-token=F183925EA3150E26E25DA4378A5291AD
